"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-05","0","0","0","3,0","2","1,0","1","1,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","0","2,0","0","2,0","42","2,0,16,+","0",",,0,31,+","0.0",",,0,31,+","0.81","1,,0,06,","64","2,0,17,+","3006","0","269","2,0","0.89","1,,,0","0.0",",,,0","55.3","3,0","61.8","2,,,0","48.9","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-06","0","0","0","4,0","2","2,0","0","2,0","0",",0","0",",0","0","4,0","0","4,0","0","2,0","1","2,0","0","2,0","46","4,0,21,","0",",,0,30,+","0.0",",,0,30,+","0.02","2,,0,15,","70","2,0,07,","3189","0","183","2,0","0.03","2,,,0","0.0",",,,0","57.8","4,0","63.6","2,,,0","52.1","4,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-07","0","0","0","2,0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","0","1,0","0","1,0","48","2,0,15,+","0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+","69","1,0,20,","147","0","147","1,0","0.00",",,,0","0.0",",,,0","59.9","2,0","66.0","1,,,0","53.7","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-08","7","0","7","1,0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","12",",0","0",",0","48","1,0,06,","0",",,0,31,+","0.0",",,0,31,+","0.08",",,0,18,","75",",0,28,","215","0","68",",0","0.14",",,,0","0.0",",,,0","62.9","1,0","69.6",",,,0","56.3","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-09","43","0","36","4,0","4",",0","2",",0","0",",0","0",",0","0","3,0","0","3,0","0","4,0","19","4,0","0","4,0","47","3,0,10,","0",",,0,30,+","0.0",",,0,30,+","0.60",",,0,30,","88","4,0,20,","274","0","58","4,0","0.80",",,,0","0.0",",,,0","64.0","4,0","72.7","4,,,0","55.4","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-10","52","0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","46",",0,19,+","0",",,0,31,+","0.0",",,0,31,+","1.02",",,0,31,","87",",0,26,","400","0","126",",0","1.12",",,,0","0.0",",,,0","61.2",",0","70.2",",,,0","52.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-11","52","0","0","3,0","15","3,0","10","3,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","0","3,0","0","3,0","39","3,0,20,","0",",,0,30,+","0.0",",,0,30,+","1.55","3,,0,10,","68","3,0,04,+","686","0","286","3,0","8.07","3,,,0","0.0",",,,0","54.4","3,0","62.2","3,,,0","46.6","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1983-12",,,,,"17","2,0","12","2,0","0",",0","0",",0",,,,,"0","4,0","0","4,0","0","4,0",,,"0",",,0,31,+","0.0",",,0,31,+","2.66","2,,0,25,","64","4,0,05,",,,,,"9.46",",a,,0","0.0",",,,0",,,"58.1","4,,,0",,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-01","0","0","0","1,0","2",",0","2",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","3",",0","0",",0","30","1,0,13,","0",",,0,31,+","0.0",",,0,31,+","0.15",",,0,20,","71",",0,29,+",,,"381",",0","0.26",",,,0","0.0",",,,0","52.2","1,0","60.2",",,,0","44.4","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-02","0","0","0","3,0","10",",0","4",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","1","2,0","0","2,0","37","2,0,22,+","0",",,0,29,+","0.0",",,0,29,+","0.93",",,0,13,","71","2,0,03,",,,"351","2,0","2.15",",,,0","0.0",",,,0","51.3","3,0","59.5","2,,,0","43.1","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-03","0","0","0","3,0","8","3,0","5","3,0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","2","2,0","0","2,0","41","3,0,29,+","0",",,0,31,+","0.0",",,0,31,+","0.80","3,,0,13,","76","2,0,04,",,,"338","2,0","2.12","1,a,,0","0.0",",,,0","52.9","3,0","61.1","2,,,0","44.7","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-04","0","0","0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","37",",0,26,","0",",,0,30,+","0.0",",,0,30,+","0.41",",,0,09,","74",",0,14,",,,"396",",0","1.09",",,,0","0.0",",,,0","51.8",",0","60.6",",,,0","43.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-05","0","0","0","3,0","3",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","2","2,0","0","2,0","39","3,0,06,","0",",,0,31,+","0.0",",,0,31,+","0.17",",,0,02,","73","2,0,26,",,,"304","2,0","0.20",",,,0","0.0",",,,0","54.3","3,0","62.3","2,,,0","46.4","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-06","0","0","0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","41",",0,09,","0",",,0,30,+","0.0",",,0,30,+","0.23",",,0,04,","66",",0,30,+",,,"290",",0","0.46",",,,0","0.0",",,,0","55.3",",0","61.9",",,,0","48.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-07","0","0","0","1,0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","6",",0","0",",0","42","1,0,08,","0",",,0,31,+","0.0",",,0,31,+","0.02",",,0,29,+","72",",0,19,","152","0","152",",0","0.06",",,,0","0.0",",,,0","60.0","1,0","67.0",",,,0","52.9","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-08","0","0","0","1,0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","3",",0","0",",0","49","1,0,30,+","0",",,0,31,+","0.0",",,0,31,+","0.16",",,0,10,","71",",0,15,+","304","0","152",",0","0.33",",,,0","0.0",",,,0","60.0","1,0","66.3",",,,0","53.7","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-09","6","0","6","1,0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","15",",0","0",",0","42","1,0,21,+","0",",,0,30,+","0.0",",,0,30,+","0.10",",,0,18,","85",",0,26,","423","0","119",",0","0.18",",,,0","0.0",",,,0","61.0","1,0","71.0",",,,0","50.9","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-10","6","0","0","3,0","11",",0","6",",0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","5","2,0","0","2,0","39","3,0,31,","0",",,0,31,+","0.0",",,0,31,+","1.91",",,0,16,","74","2,0,25,+","686","0","263","2,0","3.81",",,,0","0.0",",,,0","55.7","3,0","64.2","2,,,0","47.2","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-11","6","0","0","1,0","19",",0","13",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","39","1,0,01,","0",",,0,30,+","0.0",",,0,30,+","2.26",",,0,11,","69",",0,04,","1033","0","347",",0","9.86",",,,0","0.0",",,,0","53.0","1,0","59.9",",,,0","46.0","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1984-12","6","0","0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","36",",0,19,+","0",",,0,31,+","0.0",",,0,31,+","1.27",",,0,15,","66",",0,09,+","1503","0","470",",0","3.21",",,,0","0.0",",,,0","49.8",",0","57.5",",,,0","42.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-01","0","0","0","2,0","5","1,0","4","1,0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","0","1,0","0","1,0","36","2,0,30,","0",",,0,31,+","0.0",",,0,31,+","0.47","1,,0,06,","63","1,0,17,+","1946","0","442","1,0","1.02","1,,,0","0.0",",,,0","49.8","2,0","57.7","1,,,0","41.8","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-02","0","0","0","2,0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","4","2,0","0","2,0","33","1,0,04,","0",",,0,28,+","0.0",",,0,28,+","2.65",",,0,07,","76","2,0,23,","2302","0","356","2,0","2.90",",,,0","0.0",",,,0","51.3","2,0","60.7","2,,,0","41.9","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-03","0","0","0",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","35",",0,02,","0",",,0,31,+","0.0",",,0,31,+","1.43",",,0,26,","63",",0,31,","2780","0","477",",0","5.07",",,,0","0.0",",,,0","49.6",",0","56.5",",,,0","42.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-04","0","0","0","2,0","4","1,0","0","1,0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","1","2,0","0","2,0","39","1,0,23,","0",",,0,30,+","0.0",",,0,30,+","0.07","1,,0,20,","77","2,0,01,","3113","0","333","2,0","0.13","1,,,0","0.0",",,,0","53.2","2,0","60.5","2,,,0","45.8","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-05","0","0","0","3,0","6",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","0","1,0","0","1,0","40","3,0,04,","0",",,0,31,+","0.0",",,0,31,+","0.09",",,0,26,","65","1,0,01,","3391","0","279","1,0","0.32",",,,0","0.0",",,,0","55.0","3,0","61.5","1,,,0","48.5","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-06","0","0","0","1,0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","45","1,0,29,","0",",,0,30,+","0.0",",,0,30,+","0.24",",,0,02,","68",",0,30,+","3601","0","210",",0","0.47",",,,0","0.0",",,,0","57.7","1,0","64.3",",,,0","51.2","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-07","0","0","0","2,0","10",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","3",",0","0",",0","49","2,0,14,","0",",,0,31,+","0.0",",,0,31,+","0.09",",,0,20,","75",",0,02,","182","0","182",",0","0.31",",,,0","0.0",",,,0","58.8","2,0","64.9",",,,0","52.6","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-08","0","0","0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","44",",0,12,","0",",,0,31,+","0.0",",,0,31,+","0.02",",,0,30,+","71",",0,19,","346","0","163",",0","0.05",",,,0","0.0",",,,0","59.7",",0","66.6",",,,0","52.8",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-09","0","0","0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","46",",0,22,","0",",,0,30,+","0.0",",,0,30,+","0.14",",,0,02,","71",",0,15,+","515","0","170",",0","0.41",",,,0","0.0",",,,0","59.3",",0","66.1",",,,0","52.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-10","1","0","1","1,0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0","1,0","42",",0,31,+","0",",,0,31,+","0.0",",,0,31,+","1.31",",,0,21,","80","1,0,05,","765","0","249","1,0","1.52",",,,0","0.0",",,,0","56.9","1,0","64.8","1,,,0","49.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1985-12",,,"0","2,0","11",",0","5",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","0","1,0","0","1,0","34","2,0,12,","0",",,0,31,+","0.0",",,0,31,+","1.30",",,0,02,","67","1,0,17,",,,"393","1,0","3.18",",,,0","0.0",",,,0","51.4","2,0","58.7","1,,,0","44.2","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-01","0","0","0",",0","17",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","39",",0,10,","0",",,0,31,+","0.0",",,0,31,+","1.00",",,0,17,","69",",0,09,",,,"323",",0","4.99",",,,0","0.0",",,,0","54.6",",0","61.5",",,,0","47.6",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-02","0","0","0","1,0","18",",0","12",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","2",",0","0",",0","36","1,0,08,","0",",,0,28,+","0.0",",,0,28,+","2.03",",,0,17,","78",",0,27,",,,"276",",0","11.49",",,,0","0.0",",,,0","54.8","1,0","61.7",",,,0","47.8","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-03","0","0","0",",0","16",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","40",",0,14,","0",",,0,31,+","0.0",",,0,31,+","1.95",",,0,10,","76",",0,26,",,,"300",",0","7.12",",,,0","0.0",",,,0","55.3",",0","62.9",",,,0","47.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-04","0","0","0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","38",",0,01,","0",",,0,30,+","0.0",",,0,30,+","0.22",",,0,05,","67",",0,20,",,,"384",",0","0.50",",,,0","0.0",",,,0","52.2",",0","59.7",",,,0","44.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-05","0","0","0","1,0","18",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","40","1,0,10,","0",",,0,31,+","0.0",",,0,31,+","0.43",",,0,02,","62","1,0,25,+",,,"360","1,0","0.85",",,,0","0.0",",,,0","53.0","1,0","60.2","1,,,0","45.8","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-06","0","0","0","3,0","5",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","0","1,0","0","1,0","45","3,0,18,","0",",,0,30,+","0.0",",,0,30,+","0.02",",,0,23,+","69","1,0,22,+",,,"162","1,0","0.09",",,,0","0.0",",,,0","59.0","3,0","65.7","1,,,0","52.3","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-07","0","0","0","1,0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","1",",0","0",",0","47","1,0,30,+","0",",,0,31,+","0.0",",,0,31,+","0.05",",,0,22,","72",",0,23,","169","0","169",",0","0.09",",,,0","0.0",",,,0","59.3","1,0","66.0",",,,0","52.7","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-08","0","0","0","1,0","15",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","3",",0","0",",0","49","1,0,18,+","0",",,0,31,+","0.0",",,0,31,+","0.03",",,0,12,+","72",",0,16,","327","0","158",",0","0.27",",,,0","0.0",",,,0","59.7","1,0","65.9",",,,0","53.6","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-09","0","0","0",",0","16",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","47",",0,27,+","0",",,0,30,+","0.0",",,0,30,+","1.20",",,0,23,","72",",0,10,","512","0","184",",0","2.22",",,,0","0.0",",,,0","58.9",",0","65.7",",,,0","52.1",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-10","0","0","0","2,0","12",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","3",",0","0",",0","45","2,0,14,","0",",,0,31,+","0.0",",,0,31,+","0.26",",,0,29,","79",",0,04,","739","0","227",",0","0.43",",,,0","0.0",",,,0","57.1","2,0","64.7",",,,0","49.4","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-11","0","0","0",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","36",",0,26,","0",",,0,30,+","0.0",",,0,30,+","0.10",",,0,28,","76",",0,12,+","1045","0","306",",0","0.33",",,,0","0.0",",,,0","54.8",",0","64.1",",,,0","45.5",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1986-12","0","0","0","1,0","12",",0","6",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","38","1,0,07,","0",",,0,31,+","0.0",",,0,31,+","1.00",",,0,13,","67",",0,17,+","1448","0","403",",0","3.10",",,,0","0.0",",,,0","51.6","1,0","60.0",",,,0","43.2","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-01","0","0","0","3,0","12",",0","9",",0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","0","2,0","0","2,0","35","3,0,16,","0",",,0,31,+","0.0",",,0,31,+","1.10",",,0,03,","67","2,0,19,","1879","0","431","2,0","5.10",",,,0","0.0",",,,0","49.6","3,0","58.0","2,,,0","41.3","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-02","0","0","0","3,0","12","1,0","5","1,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","4","2,0","0","2,0","34","2,0,25,+","0",",,0,28,+","0.0",",,0,28,+","2.10","1,,0,12,","77","2,0,08,","2167","0","288","2,0","3.87","1,,,0","0.0",",,,0","53.4","3,0","62.2","2,,,0","44.5","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-03","0","0","0",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","36",",0,19,","0",",,0,31,+","0.0",",,0,31,+","1.31",",,0,22,","73",",0,28,","2565","0","398",",0","4.17",",,,0","0.0",",,,0","52.2",",0","60.3",",,,0","44.0",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-04",,,,,"5",",0","2",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.66",",,0,29,",,,,,,,"0.95",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-05",,,"0","3,0","2",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","0","1,0","0","1,0","45","3,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.05",",,0,29,","67","1,0,05,",,,"244","1,0","0.06",",,,0","0.0",",,,0","56.2","3,0","61.2","1,,,0","51.2","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-06",,,,,"4",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,30,+","0.0",",,0,30,+","0.05",",,0,28,",,,,,,,"0.09",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-07",,,,,"0",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.00",",,0,31,+",,,,,,,"0.00",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-08",,,"0","4,0","3",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","2,0","2","2,0","0","2,0","48","4,0,02,+","0",",,0,31,+","0.0",",,0,31,+","0.05",",,0,14,","70","2,0,22,+",,,"127","2,0","0.10",",,,0","0.0",",,,0","60.2","4,0","66.1","2,,,0","54.3","4,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-09",,,"0","1,0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","4","1,0","0","1,0","46","1,0,29,+","0",",,0,30,+","0.0",",,0,30,+","0.00",",,0,30,+","72","1,0,16,",,,"180","1,0","0.00",",,,0","0.0",",,,0","58.8","1,0","66.3","1,,,0","51.3","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-10",,,"6","2,0","6","3,0","4","3,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","3","2,0","0","2,0","45","2,0,18,","0",",,0,31,+","0.0",",,0,31,+","0.85","3,,0,28,+","82","2,0,06,",,,"193","2,0","2.13",",a,,0","0.0",",,,0","58.6","2,0","66.5","2,,,0","50.7","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-11",,,"0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","41",",0,27,+","0",",,0,30,+","0.0",",,0,30,+","0.63",",,0,30,","73",",0,11,",,,"288",",0","2.64",",,,0","0.0",",,,0","55.4",",0","63.1",",,,0","47.7",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1987-12",,,"0","3,0","17",",0","12",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","0","3,0","0","3,0","33","3,0,22,","0",",,0,31,+","0.0",",,0,31,+","1.40",",,0,04,","65","3,0,26,",,,"417","3,0","6.04",",,,0","0.0",",,,0","50.1","3,0","56.5","3,,,0","43.7","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-01","0","0","0",",0","17",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","37",",0,30,+","0",",,0,31,+","0.0",",,0,31,+","1.23",",,0,16,","71",",0,24,",,,"436",",0","4.48",",,,0","0.0",",,,0","50.9",",0","57.7",",,,0","44.2",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-02","0","0","0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","36",",0,01,","0",",,0,29,+","0.0",",,0,29,+","0.40",",,0,27,","74",",0,11,+",,,"353",",0","0.59",",,,0","0.0",",,,0","52.8",",0","61.2",",,,0","44.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-03","0","0","0","2,0","3",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","1","2,0","0","2,0","36","2,0,11,","0",",,0,31,+","0.0",",,0,31,+","0.06",",,0,22,","74","2,0,31,",,,"413","2,0","0.12",",,,0","0.0",",,,0","50.7","2,0","59.3","2,,,0","42.2","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-04","0","0","0","1,0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0","1,0","36",",0,02,+","0",",,0,30,+","0.0",",,0,30,+","1.35",",,0,19,","82","1,0,09,",,,"337","1,0","3.04",",,,0","0.0",",,,0","53.4","1,0","62.0","1,,,0","44.8",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-05",,,,,"6",",0","3",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.21",",,0,16,",,,,,,,"0.69",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-06",,,"0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","44",",0,28,+","0",",,0,30,+","0.0",",,0,30,+","0.18",",,0,06,","67",",0,14,",,,"254",",0","0.30",",,,0","0.0",",,,0","56.5",",0","62.6",",,,0","50.4",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-07",,,,,,,,,"0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+",,,,,,,,,,,"0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-08",,,,,"1",",0","0",",0","0",",0","0",",0",,,,,,,,,,,,,"0",",,0,31,+","0.0",",,0,31,+","0.01",",,0,10,",,,,,,,"0.01",",,,0","0.0",",,,0",,,,,,
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-09",,,"0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","40",",0,04,","0",",,0,30,+","0.0",",,0,30,+","0.01",",,0,30,+","82",",0,18,+",,,"241",",0","0.02",",,,0","0.0",",,,0","57.0",",0","66.6",",,,0","47.3",",,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-10",,,"2","3,0","10",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","3","1,0","0","1,0","45","2,0,30,+","0",",,0,31,+","0.0",",,0,31,+","0.75",",,0,13,","82","1,0,16,",,,"239","1,0","0.95",",,,0","0.0",",,,0","56.6","3,0","63.5","1,,,0","49.6","2,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-11",,,"0","1,0","14",",0","7",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","1",",0","0",",0","38","1,0,17,","0",",,0,30,+","0.0",",,0,30,+","1.15",",,0,22,","72",",0,04,",,,"339",",0","3.55",",,,0","0.0",",,,0","53.4","1,0","61.1",",,,0","45.6","1,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1988-12",,,"0","3,0","9",",0","8",",0","0",",0","0",",0","0","3,0","2","3,0","0","1,0","2","1,0","0","1,0","29","3,0,25,","0",",,0,31,+","0.0",",,0,31,+","1.56",",,0,19,","70","1,0,08,+",,,"412","1,0","5.17",",,,0","0.0",",,,0","50.0","3,0","59.3","1,,,0","40.7","3,,,0"
"USC00043714","HALF MOON BAY, CA US","37.4725","-122.4433","8.2","1989-01","0","0","0","4,0","10",",0","5",",0","0",",0","0",",0","0","2,0","1","2,0","0","2,0","0","2,0","0","2,0","32","2,0,13,","0",",,0,31,+","0.0",",,0,31,+","0.73",",,0,04,","69","2,0,18,",,,"468","2,0","2.01",",,,0","0.0",",,,0","47.9","4,0","56.4","2,,,0","39.4","2,,,0"
