LocationID,Watershed,EventGUID,ParkCode,ProjectCode,Date,BTime,TTime,Obsv1,Obsv2,Obsv3,USGS_ID,Survey_MONTH,SEASON,BRDYEAR,Weather,Wind,AirTemp,WaterTemp,WaterVis,SvyLength,SvyWidth,AvgD,MaxD,HabType,PercentSubVeg,PercentEmergVeg,PercentOpenWater,DominantSub,DominantEmerg,OtherVeg,tblEvents_Comments,GageHeight,DateEntered,Validation,EventID,SurveyMethodID,WaterSalinity,SalinityMethodID,WaterFlowID,EggCountGUID,SpeciesID,MassID,WaterDepth,EggDepth,Distance,Stranded,AttachType,EggMassStageID,UTMNY_EggObs,UTMEX_EggObs,HorizontalError_m,Lat_EggObs,Long_EggObs,AS_UTMSOURCE,AS_UTMZONE,GPS_ID,tblEggCount_CRLF_Comments,OldMass,NumberofEggMasses
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{3A6CDE0C-779C-41F5-9DDE-7A2A83D1198F},RADR,2,,,,FALSE,,6,4190420.766,537282.8464,30,37.86048878,-122.5761559,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{3C087647-A011-4418-A0DF-BBF4E019E85A},RADR,7,,,,TRUE,,3,4190507.199,537369.4535,1017,37.86126425,-122.5751669,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{4AD4BAB2-B851-48E6-ABF1-C468A8B3BB51},RADR,8,,,,FALSE,,3,4190433.109,537287.3249,10,37.86059984,-122.5761044,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{80B649E5-A07F-4AE5-BD2D-ADD38D54465B},RADR,10,,,,FALSE,,3,4190442.743,537298.4958,5,37.86068622,-122.5759769,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{81C2EDE1-8D79-4B0A-8035-B516068D5332},RADR,6,,,,TRUE,,3,4190420.927,537298.9562,5,37.86048958,-122.5759728,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{99CA7B2A-2616-423D-B3D6-BEFB0CDF4BDD},RADR,12,,,,FALSE,,3,4190451.119,537297.8531,5,37.86076174,-122.5759838,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{9FFC4713-27B4-457A-BE77-E872E738C155},RADR,,,,,FALSE,,3,4190411.732,537300.3694,10,37.86040664,-122.5759572,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{A6F24CA6-BC65-4D57-8A2C-C474C49815DE},RADR,4,,,,TRUE,,3,4190427.985,537286.4929,5,37.8605537,-122.5761141,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{B79470EF-FCA9-44C6-8F64-997468A64D99},RADR,3,,,,FALSE,,3,4190403.543,537299.3743,10,37.86033288,-122.5759689,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{BFC108D8-9C1A-4A3B-B2DC-E4BE7E1F72EE},RADR,13,,,,FALSE,,3,4190451.119,537297.8531,5,37.86076174,-122.5759838,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{D4738DDA-E32E-4B46-8D5E-F6D678BFF581},RADR,14,,,,FALSE,,3,4190422.521,537334.5763,10,37.86050249,-122.5755678,,,,,FALSE,1
RC20,Redwood Creek,{93656273-0010-4211-B4CC-912CED087F01},GOGA,CRLF,2/7/2019,12:44,0,RT,,,,,,2019,Mostly Cloudy,1,,,0.3,,,,,Lagoon,,,,,,,,,,FALSE,,2,3,1,,{F5EC5A57-981C-478D-88A4-3AE5F5DEED28},RADR,9,,,,FALSE,,3,4190437.58,537295.1792,10,37.86063982,-122.5760149,,,,,FALSE,1
RC20,Redwood Creek,{949C4666-497A-4A90-BD55-71799584D3A2},GOGA,CRLF,12/31/2019,12:48,6,RT,TE,,,,,2020,Clear,1,15,10,0.4,,,1,1.3,Lagoon,0,10,90,,Typha,,,,,TRUE,,2,5,,,{844BB783-BEC1-40FF-B144-CE4465BB8953},RADR,,,,,FALSE,,,,,,,,,,0,,FALSE,0
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{02BEF971-AF30-4C86-AC89-9D53231D6CBF},RADR,57,,,,TRUE,,8,4190435.299,537303.8874,4,37.8606189,-122.575916,,,0,,TRUE,2
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{34455F6D-05D1-4187-9936-B2F220C254BC},RADR,51,,,,FALSE,,1,,,,,,,,0,,TRUE,0
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{9691A7F9-E516-4F49-A1B1-F055BEC02C09},RADR,60,,,,FALSE,,9,4190413.455,537292.3047,4,37.8604225,-122.5760488,,,0,,FALSE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{9D1182E8-9D83-4B4F-A3FA-D54AB0629B65},RADR,61,,,,FALSE,,9,4190403.425,537287.433,5,37.8603323,-122.5761047,,,0,,FALSE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{DCEB56AA-7712-4EA1-8E63-D7497661F3C5},RADR,62,,,,FALSE,,9,4190405.949,537305.6041,4,37.8603543,-122.575898,,,0,,FALSE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{D54F0166-EFE2-43B6-8093-A978EC2D4D10},RADR,49,,,,FALSE,,9,4190404.923,537285.0511,6,37.8603459,-122.5761317,,,0,,TRUE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{185F6BA2-C59B-44F0-82E7-53169309C22D},RADR,50,,,,FALSE,,9,4190411.403,537280.166,6,37.8604045,-122.5761869,,,0,,TRUE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{9EF156D9-8017-4AFF-8450-4C6837D9E87A},RADR,54,,,,FALSE,,7,4190406.399,537304.564,6,37.8603584,-122.5759098,,,0,,TRUE,2
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{426BD3C7-752E-4B81-99E3-B10634B3A079},RADR,58,,,,FALSE,,3,4190410.083,537307.1335,6,37.8603915,-122.5758804,,,0,Some eggs hatched/eaten? See comments,FALSE,1
RC20,Redwood Creek,{95541C3E-659B-4F41-AD16-D43DD55C4959},GOGA,CRLF,3/30/2021,14:13,47,KK,,,,,,2021,Clear,3,18.7,14.2,1,,,0.4,1.5,Lagoon,15,45,40,Lemna,"Typha,Eleocharis",,"1 new egg mass, 4 older. All egg masses had some hatched/eaten at bottom of mass, regardless of age (maybe hatched and leftover eggs dead?) Masses looked too fresh to be hatched. Took pics of eggs. Pulled flags. Good visibility. Saw turtle #7! Took site p",1.48,,TRUE,,2,0,,2,{A369475D-143E-4A5C-A1D1-92F3EB73614D},RADR,59,,,,FALSE,,9,4190408.199,537305.0485,6,37.8603746,-122.5759042,,,0,Some eggs hatched/eaten? See comments,FALSE,1
RC20,Redwood Creek,{9F2F4958-4C71-4331-AC88-D0444D1F316A},GOGA,CRLF,3/5/2018,13:55,7,DF,,,,,,2018,Clear,3,,,0.25,,,0.2,0.45,Lagoon,0,5,95,,,,Photo #8844 - 8846,1.18,,TRUE,,2,,,5,{CBBFD870-19E6-4FF2-BF21-25B1CA3FB77A},RADR,,,,,FALSE,,,,,,,,,,0,"records batch created in 2023 to bring old data (up to 2019, which only recorded presence of CRLF egg masses) inline with data collected in S123 ( presence and absence noted for every survey)",FALSE,0
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{0749CF77-C2E2-4AB6-9EC4-41CBAB68DA17},RADR,18,,,,FALSE,,3,4190442.998,537290.7839,4,37.86068882,-122.5760646,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{1C080B3F-C808-47F6-83E4-BF1B1D649163},RADR,8,,,,FALSE,,8,,,,,,,,0,,TRUE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{4664A13B-4FD0-40CB-8F49-3309A6143461},RADR,15,,,,FALSE,,4,4190437.125,537292.2603,4,37.86063583,-122.5760481,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{7147601F-A9F2-49AF-9F09-2B878D5FD6D1},RADR,20,,,,FALSE,,6,4190438.212,537289.2974,4,37.86064575,-122.5760817,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{73E82CBE-E0DE-4457-AE2D-79E9F94BA81A},RADR,13,,,,FALSE,,5,4190437.275,537304.4725,4,37.86063669,-122.5759092,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{79695E9F-7E97-40A9-BFD1-F85A7B8CB92B},RADR,19,,,,FALSE,,4,4190438.839,537290.8114,4,37.86065134,-122.5760645,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{8B2372DA-66AD-4E95-BD00-0400C8F496B5},RADR,9,,,,FALSE,,1,,,,,,,,0,,TRUE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{8CD5F87C-6B9E-412F-BB81-F6A925929ADE},RADR,17,,,,FALSE,,6,4190440.578,537291.033,4,37.860667,-122.5760619,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{9365E946-A09D-4F1C-9A66-9D9F32C206FB},RADR,3,,,,FALSE,,9,,,,,,,,0,,TRUE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{98ACAF4D-13F4-40E2-B464-654E042DDA34},RADR,2,,,,FALSE,,9,,,,,,,,0,Mass 1 and 2,TRUE,2
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{A7651292-4A0B-4B10-A2BF-04516634C842},RADR,16,,,,FALSE,,6,4190438.897,537291.5248,4,37.86065183,-122.5760564,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{AFD88BCD-349D-4FE8-9035-EA75A597AC0E},RADR,4,,,,FALSE,,9,,,,,,,,0,,TRUE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{B36A6B70-1BED-40F6-B005-7B3C4E5ADD0F},RADR,12,,,,FALSE,,5,4190436.604,537303.827,4,37.86063066,-122.5759166,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{C867673A-0237-4021-B3EC-5944805F34C1},RADR,11,,,,FALSE,,1,,,,,,,,0,Mass 10 and 11 unk,TRUE,2
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{CE87A580-26F4-46A7-929D-AB48F263A786},RADR,14,,,,FALSE,,3,4190434.605,537291.8511,4,37.86061314,-122.5760529,,,0,,FALSE,1
RC20,Redwood Creek,{A1CA905C-3F8F-4DBD-A126-092EA41320A2},GOGA,CRLF,3/17/2023,12:16,26,RT,,,,,,2023,Partial Cloud,1,14.4,11,0.5,80,60,0.2,0.6,Lagoon,10,80,10,10,"Typha,Juncus",,,,,TRUE,,2,0,,2,{F28FD570-A502-48A2-9993-445CD5142A43},RADR,7,,,,FALSE,,9,,,,,,,,0,Mass 6 and 7,TRUE,2
RC20,Redwood Creek,{ADDE7CF6-4A96-4349-B63B-72EE22FD3758},GOGA,CRLF,3/24/2015,12:00,25,RT,,,,3,Spring,2015,Mostly Cloudy,1,17.22,,,,,,,,,,,,,,Last survey of season. Two habitat photos taken. 3 dead chorus frog with newt pulling on one (photos).,,,TRUE,,,,,,{A4DFCE02-8A21-4077-AA82-566186C5ED25},RADR,,,,,FALSE,,,,,,,,,,,,FALSE,0
RC20,Redwood Creek,{AF38D104-B714-4D59-8330-1D193AA2C687},GOGA,CRLF,1/11/2021,11:30,10,RH,,,,,,2021,,,,,,,,,,Lagoon,,,,,,,Scoping survey as prep for formal survey.,,,TRUE,,2,,,,{7A730E1B-F3B8-46ED-ADD3-F73F6FF145EB},RADR,,,,,FALSE,,,,,,,,,,0,,FALSE,0
RC20,Redwood Creek,{AF629938-FB82-42BE-A574-ACF7930B5683},GOGA,CRLF,1/28/2016,15:08,9,NEL,HRH,,,1,Winter,2016,Overcast,0,15,,0.6,,,0.2,0.6,Stream,0,20,80,,Rush & Sedge,,Unknown species of fish present. No egg masses observed.,,,TRUE,,,,,,{754C6D1D-72A3-4AF8-951D-6F75DFE39653},RADR,,,,,FALSE,,,,,,,,,,,,FALSE,0
RC20,Redwood Creek,{B221D81C-2F7F-4A28-A1BE-29FBFF2C85FC},GOGA,CRLF,3/5/2015,10:05,10,,,,,3,Spring,2015,Clear,1,15.56,,1,,,,,,,,,,,,,,,TRUE,,,,,,{C7B8C41D-CFD7-44F1-B11C-3C0ECD84C060},RADR,1,,,,FALSE,,6,,,,,,,,,,FALSE,1
RC20,Redwood Creek,{BB6EF658-EC9A-4083-99A1-A9CD9267210B},GOGA,CRLF,12/19/2017,11:27,20,NL,,,,,,2018,Partial Cloud,1,13.5,8.5,0.83,,,0.4,1,Lagoon,1,34,65,,Schoenoplectus,"algae, typha, juncus","No egg masses observed. Additional Observers: Ailsa Harju (Conservancy Park Stewardship), Maria Pezza (Conservancy Park Stewardship), and Aimee Erlich (Conservancy Park Stewardship). Dominant Emergent Vegetation: Common Three Square (Schoenoplectus pungen",,,TRUE,,2,1,1,2,{1D41DE87-5CD8-4035-A454-12752C6011EC},RADR,,,,,FALSE,,,,,,,,,,,,FALSE,0
RC20,Redwood Creek,{BE3C01A4-28E4-4625-B3CD-29CB742EE59E},GOGA,CRLF,12/8/2020,11:45,10,DF,,,,12,Winter,2021,,,,,,,,,0,,,,,,,,0 CRLF - entered during QAQC. Deeps surveyed,0,,FALSE,,2,,,,{CE563B33-3215-4741-A267-11FE018CFE4C},RADR,,,,,FALSE,,,,,,,,,,0,,FALSE,0
RC20,Redwood Creek,{C6062D70-1669-4632-B272-583741C2DF6A},GOGA,CRLF,1/11/2018,14:00,7,GDU,,,,,,2018,Partial Cloud,1,18,13.3,0.01,,,,0.01,MeadowWetland,,,,,Cyperaceae,,oil sheen on surface of water,,,TRUE,,2,3,1,1,{AFD1422E-7007-43E9-B90D-E3876696B54D},RADR,,,,,FALSE,,,,,,,,,,,,FALSE,0
RC20,Redwood Creek,{C859EBDD-BE2A-4E7C-88B0-259A8DAEBE8C},GOGA,CRLF,11/24/2021,15:01,11,DF,,,,,,2022,Clear,1,,,0.75,,,,0.75,Lagoon,0,70,30,0,"Juncus,Cyperaceae",,Lobe shallow 20x3 m and 0.1 m deep.  Veg at lobe above cutover channel bent towards upstream indicating back flooded from lagoon.  Cobble at mouth with lagoon.  Lost turtle logs.  Shallower in exp. Lagoon,0.04,,TRUE,,2,,,1,{3D834C5E-4A64-4A63-B33A-7230A1AB8284},RADR,0,,,,FALSE,,,,,,,,,,0,,FALSE,0
RC20,Redwood Creek,{D291342A-FB7E-457C-8BB5-2AF253A90AF4},GOGA,CRLF,12/21/2016,12:49,8,NEL,ADS,HRH,,12,Winter,2017,Clear,1,19.1,11.5,0.42,,,0.2,0.42,Lagoon,0,90,10,,sedge,,"Fish present, species unknown. No egg masses seen.",,,TRUE,,2,,,2,{131CA201-3EF3-49E0-B7C3-83483BF70F3D},RADR,,,,,FALSE,,,,,,,,,,,,FALSE,0
RC20,Redwood Creek,{D363693B-2C73-47EF-88D9-355A3DA383E1},GOGA,CRLF,1/30/2017,9:58,10,RT,TE,,,,,2017,Partial Cloud,3,16.3,10.6,0.31,30,10,,0.31,Pond,0,5,95,,,,Water flow: 0 fps. Average depth: 0.2 meters. No other observations.,,,TRUE,,2,,,,{8E0736E1-E61A-484C-8037-FD216B91844A},RADR,,,,,FALSE,,,,,,,,,,,No egg masses seen.,FALSE,0
RC20,Redwood Creek,{D4BA7EA5-E8D5-433E-9AD0-B7C9D7FDFC58},GOGA,CRLF,12/31/2015,12:31,8,DF,,,,12,Winter,2016,Clear,3,13.5,10.6,0.46,30,5,,,,,,,,Sedges,,"County: Marin. Survey type: foot. Water flow: < 1 fps. Fish present. Canon D20 camera. Photos #6247-6249. Creek connected to ocean. Expanded tidal lagoon more like a backwater channel. Large school of stickleback, one H coho or steelhead.",,,TRUE,,2,,,,{352A6B70-7C82-4FE2-9380-130F851322A0},RADR,,,,,FALSE,,,,,,,,,,0,"records batch created in 2023 to bring old data (up to 2019, which only recorded presence of CRLF egg masses) inline with data collected in S123 ( presence and absence noted for every survey)",FALSE,0
RC20,Redwood Creek,{D648B944-AF89-4DB6-A635-77BB55865F2B},GOGA,CRLF,2/25/2020,15:06,18,GDU,EAM,,,,,2020,Clear,1,18,14.7,0.4,,,0.35,0.6,Lagoon,0,50,50,,"Juncus,Cyperaceae",,,,,TRUE,,2,,,,{31DF7290-A342-44D0-A014-6DEF7F9D6D54},RADR,,,,,FALSE,,,,,5,,,,,0,,FALSE,0
RC20,Redwood Creek,{D648B944-AF89-4DB6-A635-77BB55865F2B},GOGA,CRLF,2/25/2020,15:06,18,GDU,EAM,,,,,2020,Clear,1,18,14.7,0.4,,,0.35,0.6,Lagoon,0,50,50,,"Juncus,Cyperaceae",,,,,TRUE,,2,,,,{5D4B11B4-1D90-442A-86FE-47C152B676FD},RADR,,,,,FALSE,,,,,5,,,,,0,,FALSE,0
RC20,Redwood Creek,{D648B944-AF89-4DB6-A635-77BB55865F2B},GOGA,CRLF,2/25/2020,15:06,18,GDU,EAM,,,,,2020,Clear,1,18,14.7,0.4,,,0.35,0.6,Lagoon,0,50,50,,"Juncus,Cyperaceae",,,,,TRUE,,2,,,,{66F3A97C-AF09-4E6B-8C63-470153E7A0B0},RADR,,,,,FALSE,,,,,5,,,,,0,,FALSE,0
RC20,Redwood Creek,{D648B944-AF89-4DB6-A635-77BB55865F2B},GOGA,CRLF,2/25/2020,15:06,18,GDU,EAM,,,,,2020,Clear,1,18,14.7,0.4,,,0.35,0.6,Lagoon,0,50,50,,"Juncus,Cyperaceae",,,,,TRUE,,2,,,,{84223F91-E78A-4839-9561-3414F8DF4A06},RADR,,,,,FALSE,,,,,5,,,,,0,,FALSE,0
